,Accuracy,Chroma Accuracy,Chroma False Alarm Error,Chroma Miss Error,Chroma Precision,Chroma Recall,Chroma Substitution Error,Chroma Total Error,False Alarm Error,Filename,Miss Error,Precision,Recall,Substitution Error,Total Error,accum_energy,average_precision_score,binary_accuracy,binary_crossentropy,cosine_sim,euclidean_distance,f_measure,precision,recall,roc_auc_measure,soft_accuracy
0,0.5327167535853976,0.5327167535853976,0.37855104825704006,0.04515568787991564,0.6082244034051263,0.8110035975685399,0.14384071455154449,0.5675474506885002,0.37855104825704006,Schubert_D911-04_SC06.npy,0.04515568787991564,0.6082244034051263,0.8110035975685399,0.14384071455154449,0.5675474506885002,0.7094683581217655,0.7159230007516552,0.8611635676932017,0.44913754895158453,0.7428217994448549,1.0469641925540754,0.695127462186661,0.6082244034051263,0.8110035975685399,0.9216215215657206,0.796078721439321
1,0.6929211996471626,0.6929211996471626,0.156665642421316,0.13476142399367894,0.8098367697594502,0.8275756112549932,0.03766296475132786,0.3290900311663228,0.156665642421316,Schubert_D911-14_HU33.npy,0.13476142399367894,0.8098367697594502,0.8275756112549932,0.03766296475132786,0.3290900311663228,0.7027041644415892,0.8600207283643255,0.9117665695095679,0.37390009901056054,0.842764467839551,0.8888199734601233,0.8186101039925318,0.8098367697594502,0.8275756112549932,0.9537367252279131,0.8217857677504135
2,0.712789827973074,0.712789827973074,0.14839636189564384,0.11256240169595842,0.8179177394863669,0.8472269712097381,0.040210627094303494,0.30116939068590576,0.14839636189564384,Schubert_D911-09_HU33.npy,0.11256240169595842,0.8179177394863669,0.8472269712097381,0.040210627094303494,0.30116939068590576,0.6984832226565539,0.8788682984453566,0.9271581159166521,0.337916585156467,0.8501155177125469,0.8268903912416538,0.8323144104803494,0.8179177394863669,0.8472269712097381,0.9586343577588696,0.8364061625173019
3,0.6830146000411269,0.6830146000411269,0.17362609468206625,0.09607818251047087,0.7824499411071849,0.8431273004188349,0.06079451707069425,0.33049879426323137,0.17362609468206625,Schubert_D911-19_SC06.npy,0.09607818251047087,0.7824499411071849,0.8431273004188349,0.06079451707069425,0.33049879426323137,0.7466906054376867,0.8808324187902052,0.9189792914958478,0.3159026499481783,0.8330354296930089,0.8193886649710048,0.8116561793634308,0.7824499411071849,0.8431273004188349,0.9621276896242625,0.8461711026899502
4,0.8025754343188053,0.8025754343188053,0.17086224883204065,0.02481063183199528,0.8337357026952151,0.9555041502245203,0.019685217943484375,0.2153580986075203,0.17086224883204065,Schubert_D911-23_SC06.npy,0.02481063183199528,0.8337357026952151,0.9555041502245203,0.019685217943484375,0.2153580986075203,0.7765710770785795,0.9403056146064018,0.9437936569916265,0.26095942758668256,0.894532894235043,0.6978833001424088,0.8904763917656507,0.8337357026952151,0.9555041502245203,0.9837302174474626,0.8674497504874691
5,0.6049301199515792,0.6049301199515792,0.3107457488219627,0.06981151403400943,0.6806587419514611,0.8446527350952674,0.08553575087072321,0.46609301372669537,0.3107457488219627,Schubert_D911-17_SC06.npy,0.06981151403400943,0.6806587419514611,0.8446527350952674,0.08553575087072321,0.46609301372669537,0.6576050597973603,0.7687470644293,0.8906288081891299,0.4047550791702326,0.7803533808192469,0.94601005427391,0.7538398244651672,0.6806587419514611,0.8446527350952674,0.9409878241427528,0.8130917649133013
6,0.6419130930873823,0.6419130930873823,0.280251940450439,0.08302583025830258,0.7175045169518546,0.8590151418755567,0.05795902786614073,0.4212367985748823,0.280251940450439,Schubert_D911-12_HU33.npy,0.08302583025830258,0.7175045169518546,0.8590151418755567,0.05795902786614073,0.4212367985748823,0.7445219489125505,0.8322938427034807,0.9079667644183773,0.38419950186506424,0.8102058446828386,0.903145788743971,0.7819087329163772,0.7175045169518546,0.8590151418755567,0.9510992698436312,0.8183814249619935
7,0.6176638472315915,0.6176638472315915,0.31770078283560454,0.058060307335459554,0.6849464840603061,0.8627863148738765,0.07915337779066396,0.454914467961728,0.31770078283560454,Schubert_D911-05_SC06.npy,0.058060307335459554,0.6849464840603061,0.8627863148738765,0.07915337779066396,0.454914467961728,0.7460021986649505,0.8323666471247064,0.9014920583988448,0.35619172273119204,0.7948956310526574,0.8864316032731623,0.7636491948418553,0.6849464840603061,0.8627863148738765,0.9559026771539861,0.8330166775835764
8,0.7921292950528874,0.7921292950528874,0.07936741449062155,0.07289444648767929,0.8811664108748082,0.8868701728576682,0.040235380654652445,0.1924972416329533,0.07936741449062155,Schubert_D911-13_HU33.npy,0.07289444648767929,0.8811664108748082,0.8868701728576682,0.040235380654652445,0.1924972416329533,0.704874282563739,0.9429464829619534,0.9430402534744725,0.290353513360029,0.899224653917529,0.7537054214705521,0.8840090915756286,0.8811664108748082,0.8868701728576682,0.9788115462962209,0.8465728000528151
9,0.7090751392312609,0.7090751392312609,0.1481060606060606,0.12218614718614719,0.8192942665752413,0.8405303030303031,0.03728354978354979,0.30757575757575756,0.1481060606060606,Schubert_D911-14_SC06.npy,0.12218614718614719,0.8192942665752413,0.8405303030303031,0.03728354978354979,0.30757575757575756,0.7069176208111433,0.8824438450533572,0.9174310737976783,0.33942319220169137,0.8423032678317475,0.8324555798440386,0.8297764363364406,0.8192942665752413,0.8405303030303031,0.9619495321527977,0.8326442848614727
